energy[eV]  elec[eV/m]    nuclear[eV/m]  range[m]   longitudinal[m]    lateral[m]
1300000.0  502299999999.99994  155700000000.0  0.0002088  2.46e-05  2.59e-05
1400000.0  523900000000.0  148500000000.0  0.0002234  2.55e-05  2.7300000000000003e-05
1500000.0  545100000000.0  142000000000.0  0.0002377  2.65e-05  2.86e-05
1600000.0  565900000000.0  136100000000.0  0.00025170000000000005  2.7300000000000003e-05  2.9800000000000003e-05
1700000.0  586500000000.0  130800000000.0  0.0002654  2.8100000000000002e-05  3.1e-05
1800000.0  606900000000.0  125900000000.0  0.0002789  2.8900000000000005e-05  3.2200000000000003e-05
2000000.0  647400000000.0  117200000000.0  0.0003049  3.0400000000000004e-05  3.430000000000001e-05
2250000.0  698100000000.0  108200000000.0  0.00033610000000000004  3.2000000000000005e-05  3.6700000000000004e-05
2500000.0  749100000000.0  100600000000.0  0.00036570000000000005  3.35e-05  3.8900000000000004e-05
2750000.0  800699999999.9999  94060000000.0  0.00039390000000000003  3.47e-05  4.08e-05
3000000.0  853199999999.9999  88440000000.0  0.00042070000000000003  3.58e-05  4.26e-05
3250000.0  906600000000.0  83520000000.0  0.00044610000000000006  3.680000000000001e-05  4.4200000000000004e-05
3500000.0  960800000000.0  79190000000.0  0.00047040000000000005  3.76e-05  4.56e-05
3750000.0  1016000000000.0  75320000000.0  0.0004936000000000001  3.8400000000000005e-05  4.690000000000001e-05
4000000.0  1071000000000.0  71860000000.0  0.0005157  3.91e-05  4.81e-05
4500000.0  1185000000000.0  65890000000.00001  0.0005570000000000001  4.0400000000000006e-05  5.02e-05
5000000.0  1300000000000.0  60940000000.0  0.0005949000000000001  4.1500000000000006e-05  5.2000000000000004e-05
5500000.0  1415000000000.0  56740000000.0  0.0006299000000000001  4.240000000000001e-05  5.360000000000001e-05
6000000.0  1531000000000.0  53140000000.0  0.0006624000000000001  4.3200000000000007e-05  5.4900000000000006e-05
6500000.0  1645000000000.0  50000000000.0  0.0006926000000000001  4.38e-05  5.6e-05
7000000.0  1758000000000.0  47260000000.0  0.000721  4.440000000000001e-05  5.7e-05
8000000.0  1975000000000.0  42650000000.0  0.000773  4.56e-05  5.8700000000000004e-05
9000000.0  2179000000000.0  38930000000.0  0.0008200000000000001  4.6500000000000005e-05  6.0100000000000004e-05
10000000.0  2366000000000.0  35860000000.0  0.0008631000000000001  4.730000000000001e-05  6.120000000000001e-05
11000000.0  2536000000000.0  33270000000.0  0.0009032  4.7900000000000006e-05  6.220000000000001e-05
12000000.0  2689000000000.0  31070000000.000004  0.0009409000000000002  4.85e-05  6.3e-05
13000000.0  2826000000000.0  29160000000.0  0.0009766  4.9000000000000005e-05  6.37e-05
14000000.0  2947000000000.0  27490000000.0  0.0010108  4.940000000000001e-05  6.43e-05
15000000.0  3055000000000.0  26010000000.0  0.0010437  4.980000000000001e-05  6.49e-05
16000000.0  3151000000000.0  24700000000.000004  0.0010756000000000001  5.0100000000000005e-05  6.54e-05
17000000.0  3236000000000.0  23530000000.000004  0.0011066000000000001  5.0400000000000005e-05  6.59e-05
18000000.0  3311000000000.0  22470000000.0  0.0011369000000000002  5.0700000000000006e-05  6.63e-05
20000000.0  3439000000000.0  20630000000.0  0.0011957  5.160000000000001e-05  6.71e-05
22500000.0  3566000000000.0  18750000000.0  0.0012665000000000003  5.280000000000001e-05  6.8e-05
25000000.0  3665000000000.0  17200000000.0  0.0013352000000000001  5.39e-05  6.87e-05
27500000.0  3744000000000.0  15910000000.0  0.0014023  5.4900000000000006e-05  6.94e-05
30000000.0  3809000000000.0  14810000000.0  0.0014682  5.580000000000001e-05  7.000000000000001e-05
32500000.0  3862000000000.0  13859999999.999998  0.0015330000000000003  5.67e-05  7.05e-05
35000000.0  3905000000000.0  13040000000.0  0.0015971000000000002  5.7600000000000004e-05  7.1e-05
37500000.0  3940000000000.0  12310000000.0  0.0016606000000000001  5.84e-05  7.15e-05
40000000.0  3969000000000.0  11670000000.0  0.0017236000000000003  5.910000000000001e-05  7.2e-05
45000000.0  4008000000000.0  10580000000.0  0.0018485  6.190000000000001e-05  7.280000000000001e-05
50000000.0  4030000000000.0  9682000000.0  0.0019725000000000003  6.450000000000001e-05  7.360000000000001e-05
55000000.0  4037000000000.0  8937000000.0  0.0020962000000000003  6.7e-05  7.43e-05
60000000.0  4034000000000.0  8305000000.0  0.0022197000000000002  6.94e-05  7.49e-05
65000000.0  4022000000000.0  7762000000.0  0.0023436000000000004  7.170000000000001e-05  7.560000000000001e-05
70000000.0  4003000000000.0  7290000000.0  0.0024679000000000003  7.390000000000001e-05  7.620000000000001e-05
80000000.0  3953000000000.0  6509000000.0  0.0027188000000000004  8.220000000000002e-05  7.730000000000001e-05
90000000.0  3890000000000.0  5887000000.0  0.0029734  8.99e-05  7.85e-05
100000000.0  3822000000000.0  5380000000.0  0.0032323000000000005  9.720000000000002e-05  7.950000000000001e-05
110000000.0  3751000000000.0  4959000000.0  0.0034961000000000002  0.0001043  8.060000000000001e-05
120000000.0  3720000000000.0  4602000000.0  0.0037634  0.0001111  8.16e-05
130000000.0  3661000000000.0  4295000000.0  0.004034  0.00011760000000000001  8.26e-05
140000000.0  3603000000000.0  4030000000.0000005  0.004309  0.000124  8.36e-05
150000000.0  3551000000000.0  3797000000.0  0.004588200000000001  0.0001303  8.470000000000001e-05
160000000.0  3501000000000.0  3590999999.9999995  0.0048715  0.0001364  8.570000000000001e-05
170000000.0  3451000000000.0  3407000000.0  0.0051589  0.00014250000000000002  8.67e-05
180000000.0  3403000000000.0  3243000000.0  0.0054504  0.0001484  8.77e-05
200000000.0  3311000000000.0  2959000000.0  0.0060458000000000005  0.0001708  8.980000000000001e-05
225000000.0  3201000000000.0  2671000000.0  0.006813200000000001  0.00020260000000000005  9.240000000000001e-05
250000000.0  3098000000000.0  2436000000.0  0.0076065  0.00023180000000000002  9.510000000000001e-05
275000000.0  3000000000000.0  2242000000.0  0.008426000000000001  0.0002594  9.78e-05
300000000.0  2908000000000.0  2077000000.0  0.009271900000000001  0.0002858  0.00010070000000000001
325000000.0  2820000000000.0  1937000000.0  0.0101  0.00031150000000000004  0.0001036
350000000.0  2736000000000.0  1815000000.0  0.011000000000000001  0.0003366  0.00010660000000000002
375000000.0  2656000000000.0  1708000000.0  0.012  0.00036140000000000006  0.00010970000000000001
400000000.0  2580000000000.0  1613999999.9999998  0.0129  0.00038600000000000006  0.00011300000000000002
450000000.0  2437000000000.0  1455000000.0  0.0149  0.0004783  0.00011970000000000002
500000000.0  2307000000000.0  1325000000.0  0.017  0.000564  0.0001269
550000000.0  2188000000000.0  1218000000.0  0.0193  0.0006461  0.00013450000000000002
600000000.0  2079000000000.0  1128000000.0  0.0216  0.0007265000000000001  0.0001426
650000000.0  1980000000000.0  1051000000.0  0.024100000000000003  0.0008061  0.00015120000000000002
700000000.0  1889000000000.0  983900000.0  0.026600000000000002  0.0008854000000000002  0.00016020000000000002
800000000.0  1731000000000.0  873800000.0  0.0322  0.001182  0.0001797
900000000.0  1598000000000.0  786800000.0  0.0382  0.0014567  0.00020100000000000003
1000000000.0  1488000000000.0  716200000.0  0.0447  0.0017219000000000002  0.00022410000000000003
