energy[eV]  elec[eV/m]    nuclear[eV/m]  range[m]   longitudinal[m]    lateral[m]
170000000.0  2283000000000.0  1692000000.0  0.006608200000000001  0.0001922  8.150000000000002e-05
180000000.0  2233000000000.0  1608999999.9999998  0.007050800000000001  0.0002023  8.33e-05
200000000.0  2140000000000.0  1467000000.0  0.0079653  0.00024030000000000004  8.710000000000002e-05
225000000.0  2034000000000.0  1323000000.0  0.0091629  0.0002943  9.2e-05
250000000.0  1938000000000.0  1206000000.0  0.010400000000000001  0.0003443  9.720000000000002e-05
275000000.0  1850000000000.0  1109000000.0  0.0117  0.0003919  0.0001027
300000000.0  1769000000000.0  1027000000.0  0.0131  0.0004381000000000001  0.0001084
325000000.0  1695000000000.0  956600000.0  0.0146  0.00048360000000000005  0.0001144
350000000.0  1625000000000.0  895900000.0  0.0161  0.0005287  0.0001207
375000000.0  1561000000000.0  842799999.9999999  0.0176  0.0005737  0.0001273
400000000.0  1501000000000.0  795900000.0  0.0193  0.0006187  0.0001341
450000000.0  1394000000000.0  716900000.0  0.0227  0.0007891  0.0001487
500000000.0  1300000000000.0  652800000.0  0.026400000000000003  0.0009484000000000001  0.0001643
550000000.0  1219000000000.0  599700000.0  0.0304  0.0011028000000000001  0.0001811
600000000.0  1147000000000.0  554900000.0  0.0346  0.0012551  0.000199
650000000.0  1084000000000.0  516600000.0  0.0391  0.0014067  0.000218
700000000.0  1029000000000.0  483500000.0  0.043899999999999995  0.0015585  0.00023800000000000004
800000000.0  936900000000.0  429099999.99999994  0.054000000000000006  0.0021236000000000002  0.00028100000000000005
900000000.0  864599999999.9999  386100000.0  0.0652  0.0026430000000000004  0.0003279
1000000000.0  807200000000.0  351300000.0  0.0771  0.0031399  0.00037820000000000003
